"rule","n","t1","t1_se","t2","t2_se"
"cap_at_1000",1869,4.03133340204997,7.07848444845856,28.2687181497494,5.88183945323564
"cap_at_1050",1869,4.05489588208504,7.13587544718247,28.2273777207172,5.93868579828171
"cap_at_1500",1869,3.43512058653767,7.61635553797773,27.7328743956434,6.54139212957171
"cap_at_2000",1869,2.82197317596412,8.26071439266457,27.2913418425102,7.30244858228995
"cap_at_5000",1869,5.5410535744904,10.0842200482403,30.8112796857802,9.40700829046205
"cap_at_10000",1869,10.0728542387016,15.1574226270755,36.6778427578961,14.477481527011
"cap_at_25000",1869,23.6682562313348,34.002705258487,54.2775319742445,32.2743140506863
"cap_at_50000",1869,46.327259552391,67.1402027011375,83.6103473348271,63.1723362236039
"cap_at_1e+05",1869,91.6452661945068,134.124606531253,142.27597805599,125.490758458032
